patient,seed,depth,training_ratio,kernel_size,pi_rmse,mu_rmse,sigma_rmse
patient_3,591,149,0.1,11,0.04565057,0.022731215,0.01367437
patient_3,591,149,0.5,9,0.030837463,0.017697327,0.012204375
patient_3,591,149,1,9,0.024635155,0.015218836,0.010880093
patient_3,592,149,0.01,17,0.07442632,0.04170337,0.02322994
patient_3,592,149,0.1,11,0.045591876,0.022848401,0.013754317
patient_3,592,149,0.5,9,0.02947885,0.014211902,0.008872853
patient_3,592,149,1,9,0.024623625,0.015206946,0.010858724
patient_3,593,149,0.01,17,0.07429221,0.041548952,0.022937821
patient_3,593,149,0.1,11,0.04570206,0.022764156,0.013602706
patient_3,593,149,0.5,9,0.030248525,0.016511176,0.011430443
patient_3,593,149,1,9,0.023732595,0.012908619,0.008092471
patient_3,594,149,0.01,17,0.07343367,0.041485243,0.022815092
patient_3,594,149,0.1,11,0.04543989,0.02290283,0.013747091
patient_3,594,149,0.5,9,0.030916996,0.017769461,0.012102443
patient_3,594,149,1,9,0.024587387,0.015194677,0.010859247
patient_3,595,149,0.01,17,0.07408299,0.041509934,0.02314639
patient_3,595,149,0.1,11,0.045394633,0.022168761,0.013495677
patient_3,595,149,0.5,9,0.030961374,0.01782303,0.012108977
patient_3,595,149,1,9,0.023643143,0.012729492,0.00796649
patient_3,596,149,0.01,17,0.074118815,0.041355934,0.023039108
patient_3,596,149,0.1,11,0.045454893,0.022214824,0.01341242
patient_3,596,149,0.5,9,0.029457223,0.014281292,0.008829186
patient_3,596,149,1,9,0.023661045,0.01279997,0.008043997
patient_3,597,149,0.01,17,0.073991716,0.04150958,0.023198154
patient_3,597,149,0.1,11,0.04542435,0.02276561,0.013762957
patient_3,597,149,0.5,9,0.030276055,0.016621416,0.011404325
patient_3,597,149,1,9,0.024631428,0.015233777,0.010910714
patient_3,598,149,0.01,17,0.07377004,0.0415795,0.023240209
patient_3,598,149,0.1,11,0.045254055,0.022124637,0.01346689
patient_3,598,149,0.5,9,0.030259956,0.01658537,0.01147458
patient_3,598,149,1,9,0.024605414,0.015227427,0.010848732
patient_3,599,149,0.01,17,0.07387431,0.041578747,0.022851415
patient_3,599,149,0.1,11,0.045659725,0.022759955,0.013778174
patient_3,599,149,0.5,9,0.030238362,0.016545143,0.011507212
patient_3,599,149,1,9,0.02462728,0.015233764,0.010873515
patient_3,600,149,0.01,17,0.073655896,0.041562214,0.023034852
patient_3,600,149,0.1,11,0.045461413,0.02231412,0.013339276
patient_3,600,149,0.5,9,0.029465556,0.014144961,0.008757963
patient_3,600,149,1,9,0.024641493,0.01521709,0.010816186
patient_3,601,149,0.01,17,0.073781215,0.04167744,0.023165341
patient_3,601,149,0.1,11,0.0456063,0.0228227,0.013760825
patient_3,601,149,0.5,9,0.029502647,0.01425724,0.008833308
patient_3,601,149,1,9,0.023704633,0.012852578,0.008055385
patient_3,602,149,0.01,17,0.07412616,0.0415553,0.023075746
patient_3,602,149,0.1,11,0.045579266,0.022744521,0.013763355
patient_3,602,149,0.5,9,0.030208366,0.016550954,0.011414625
patient_3,602,149,1,9,0.023696216,0.012863999,0.008082164
patient_3,603,149,0.01,17,0.073763445,0.04154646,0.02289434
patient_3,603,149,0.1,11,0.04524614,0.022086192,0.013395724
patient_3,603,149,0.5,9,0.030223867,0.016452469,0.01145258
patient_3,603,149,1,9,0.02373822,0.01290221,0.008082288
patient_3,604,149,0.01,17,0.07400932,0.041379664,0.022989966
patient_3,604,149,0.1,11,0.045647405,0.022677138,0.013704927
patient_3,604,149,0.5,9,0.030291837,0.016641257,0.011369618
patient_3,604,149,1,9,0.02370489,0.012874366,0.008071073
patient_3,605,149,0.01,17,0.07421955,0.041597553,0.02292956
patient_3,605,149,0.1,11,0.04540471,0.02217512,0.013435425
patient_3,605,149,0.5,9,0.030262027,0.016562704,0.011501092
patient_3,605,149,1,9,0.024632555,0.015285541,0.010795756
patient_3,606,149,0.01,17,0.07379212,0.041272175,0.022960767
patient_3,606,149,0.1,11,0.045384243,0.022123676,0.013410978
patient_3,606,149,0.5,9,0.03088553,0.017734092,0.012174359
patient_3,606,149,1,9,0.024545774,0.015134076,0.010832412
patient_3,607,149,0.01,17,0.07434864,0.041387394,0.02325314
patient_3,607,149,0.1,11,0.045645557,0.02264662,0.013762136
patient_3,607,149,0.5,9,0.030902859,0.017788563,0.012141146
patient_3,607,149,1,9,0.025681296,0.016847126,0.011759318
patient_3,608,149,0.01,17,0.074063554,0.041408118,0.023151683
patient_3,608,149,0.1,11,0.04558127,0.02264674,0.01379413
patient_3,608,149,0.5,9,0.030878393,0.017764153,0.012090805
patient_3,608,149,1,9,0.02469344,0.015312544,0.010849538
patient_3,609,149,0.01,17,0.073777884,0.041374974,0.022904452
patient_3,609,149,0.1,11,0.045658126,0.022914628,0.013715044
patient_3,609,149,0.5,9,0.030882936,0.01766773,0.012214056
patient_3,609,149,1,9,0.0246087,0.015214441,0.010843528
patient_3,610,149,0.01,17,0.07422973,0.041360587,0.02302134
patient_3,610,149,0.1,11,0.04558366,0.022671139,0.013700145
patient_3,610,149,0.5,9,0.030917445,0.017821537,0.012149764
patient_3,610,149,1,9,0.024630584,0.015267602,0.010899176
patient_3,611,149,0.01,17,0.07369726,0.04144919,0.023371393
patient_3,611,149,0.1,11,0.045546766,0.022879995,0.013837222
patient_3,611,149,0.5,9,0.03022611,0.016555957,0.011498647
patient_3,611,149,1,9,0.023707386,0.012872416,0.008115682
patient_3,612,149,0.01,17,0.07412831,0.041466065,0.023229118
patient_3,612,149,0.1,11,0.045357816,0.022189036,0.013396747
patient_3,612,149,0.5,9,0.03033405,0.016678771,0.011449809
patient_3,612,149,1,9,0.024664206,0.01530828,0.010890272
patient_3,613,149,0.01,17,0.07387556,0.04178599,0.023188222
patient_3,613,149,0.1,11,0.04563946,0.0228207,0.013684596
patient_3,613,149,0.5,9,0.02939784,0.014222675,0.008831485
patient_3,613,149,1,9,0.024616785,0.015242769,0.010902419
patient_3,614,149,0.01,17,0.07416286,0.041543268,0.023082234
patient_3,614,149,0.1,11,0.04578745,0.02269136,0.013685465
patient_3,614,149,0.5,9,0.030924903,0.017732933,0.012188836
patient_3,614,149,1,9,0.024570085,0.015134042,0.010855959
patient_3,615,149,0.01,17,0.07396346,0.041427508,0.023351384
patient_3,615,149,0.1,11,0.045364372,0.022215515,0.013529155
patient_3,615,149,0.5,9,0.030218128,0.016553203,0.011559131
patient_3,615,149,1,9,0.02463803,0.015260679,0.010930754
patient_3,616,149,0.01,17,0.0738305,0.041706398,0.022957565
patient_3,616,149,0.1,11,0.045512207,0.022704715,0.01372731
patient_3,616,149,0.5,9,0.029477077,0.014243654,0.008845437
patient_3,616,149,1,9,0.024666626,0.015257589,0.010803028
patient_3,617,149,0.01,17,0.07386099,0.04150082,0.023290586
patient_3,617,149,0.1,11,0.04563985,0.022786915,0.013804452
patient_3,617,149,0.5,9,0.030206678,0.01647092,0.011542699
patient_3,617,149,1,9,0.023700275,0.012833306,0.008056478
patient_3,618,149,0.01,17,0.07394788,0.04127003,0.022999909
patient_3,618,149,0.1,11,0.045608208,0.022738043,0.013847176
patient_3,618,149,0.5,9,0.030265609,0.0165714,0.011428352
patient_3,618,149,1,9,0.024639593,0.015215966,0.010872146
patient_3,619,149,0.01,17,0.073824644,0.041472018,0.022802487
patient_3,619,149,0.1,11,0.045575503,0.022714622,0.013696041
patient_3,619,149,0.5,9,0.030828848,0.017661843,0.012256593
patient_3,619,149,1,9,0.023731563,0.012916309,0.008109815
patient_3,620,149,0.01,17,0.07389104,0.04144774,0.022888852
patient_3,620,149,0.1,11,0.045605797,0.022836471,0.013691581
patient_3,620,149,0.5,9,0.030188117,0.016514042,0.011525473
patient_3,620,149,1,9,0.024638858,0.015248352,0.010864606
patient_3,621,149,0.01,17,0.07392493,0.041779798,0.023254545
patient_3,621,149,0.1,11,0.045458745,0.022370366,0.013522714
patient_3,621,149,0.5,9,0.030250167,0.016654823,0.01149524
patient_3,621,149,1,9,0.024679389,0.015317227,0.010814969
patient_3,622,149,0.01,17,0.07427897,0.04149343,0.022739362
patient_3,622,149,0.1,11,0.04550778,0.022791693,0.013671607
patient_3,622,149,0.5,9,0.030902766,0.017740482,0.012121405
patient_3,622,149,1,9,0.0246656,0.015270033,0.010814822
patient_3,623,149,0.01,17,0.074123755,0.04136847,0.02284626
patient_3,623,149,0.1,11,0.045563318,0.022821592,0.013761242
patient_3,623,149,0.5,9,0.030219728,0.016532794,0.011539702
patient_3,623,149,1,9,0.023712736,0.012863293,0.008064905
patient_3,624,149,0.01,17,0.074181005,0.04146393,0.02314924
patient_3,624,149,0.1,11,0.045573927,0.022820104,0.01369075
patient_3,624,149,0.5,9,0.030237712,0.016574573,0.011386368
patient_3,624,149,1,9,0.024621436,0.015230954,0.010819228
patient_3,625,149,0.01,17,0.07392393,0.04148094,0.022955783
patient_3,625,149,0.1,11,0.04544619,0.0228443,0.013811592
patient_3,625,149,0.5,9,0.030280897,0.016502993,0.011477816
patient_3,625,149,1,9,0.023719223,0.012887589,0.008090739
patient_3,626,149,0.01,17,0.07406521,0.041408136,0.023085944
patient_3,626,149,0.1,11,0.045446195,0.022612957,0.01364081
patient_3,626,149,0.5,9,0.030269077,0.016621254,0.011430029
patient_3,626,149,1,9,0.023679217,0.012816765,0.008047137
patient_3,627,149,0.01,17,0.07407608,0.04136833,0.022945682
patient_3,627,149,0.1,11,0.04544392,0.022255318,0.013423552
patient_3,627,149,0.5,9,0.030198641,0.016547851,0.011501578
patient_3,627,149,1,9,0.023671648,0.012824486,0.008059409
patient_3,628,149,0.01,17,0.07415135,0.041577578,0.022981763
patient_3,628,149,0.1,11,0.04523451,0.022098571,0.013380491
patient_3,628,149,0.5,9,0.030344356,0.016630296,0.011443134
patient_3,628,149,1,9,0.02465134,0.015243791,0.010913276
patient_3,629,149,0.01,17,0.07379874,0.041776452,0.022707855
patient_3,629,149,0.1,11,0.045649614,0.022734758,0.01362655
patient_3,629,149,0.5,9,0.030205365,0.016510837,0.011439499
patient_3,629,149,1,9,0.023691284,0.012847478,0.008073507
patient_3,630,149,0.01,17,0.07400671,0.0416157,0.023091005
patient_3,630,149,0.1,11,0.045585524,0.022754386,0.013775349
patient_3,630,149,0.5,9,0.030927425,0.017853802,0.012191971
patient_3,630,149,1,9,0.024683377,0.015295705,0.01082003
patient_3,631,149,0.01,17,0.07425842,0.0416354,0.023194415
patient_3,631,149,0.1,11,0.0453294,0.022236366,0.013398788
patient_3,631,149,0.5,9,0.03026709,0.016623361,0.01139775
patient_3,631,149,1,9,0.024704725,0.01534961,0.010786776
patient_3,632,149,0.01,17,0.07385289,0.041489836,0.023146188
patient_3,632,149,0.1,11,0.045477644,0.022188187,0.013451077
patient_3,632,149,0.5,9,0.030288694,0.016647967,0.011414571
patient_3,632,149,1,9,0.02460002,0.015177229,0.010847954
patient_3,633,149,0.01,17,0.07405364,0.04171113,0.02286461
patient_3,633,149,0.1,11,0.045421697,0.022304017,0.013352758
patient_3,633,149,0.5,9,0.030232456,0.016600564,0.011449453
patient_3,633,149,1,9,0.023727994,0.012928264,0.008090295
patient_3,634,149,0.01,17,0.07419401,0.041343324,0.023010194
patient_3,634,149,0.1,11,0.045631018,0.022640087,0.01370081
patient_3,634,149,0.5,9,0.030290637,0.016602553,0.011455411
patient_3,634,149,1,9,0.024618834,0.015200992,0.010822052
patient_3,635,149,0.01,17,0.07394033,0.041618522,0.023407321
patient_3,635,149,0.1,11,0.045629654,0.022755714,0.013805758
patient_3,635,149,0.5,9,0.030167066,0.016484275,0.011444549
patient_3,635,149,1,9,0.024608776,0.015161825,0.010844772
patient_3,636,149,0.01,17,0.07378004,0.041564308,0.022842713
patient_3,636,149,0.1,11,0.045688793,0.022757422,0.013680107
patient_3,636,149,0.5,9,0.030270383,0.01657085,0.011515261
patient_3,636,149,1,9,0.02368762,0.01281593,0.008044788
patient_3,637,149,0.01,17,0.07399457,0.041499607,0.02284788
patient_3,637,149,0.1,11,0.045495614,0.022219582,0.013475234
patient_3,637,149,0.5,9,0.03017132,0.016520845,0.01148519
patient_3,637,149,1,9,0.024639511,0.015210228,0.01083265
patient_3,638,149,0.01,17,0.07369324,0.041067287,0.023127649
patient_3,638,149,0.1,11,0.045682654,0.022754563,0.013814599
patient_3,638,149,0.5,9,0.03019674,0.016483288,0.011450798
patient_3,638,149,1,9,0.024669576,0.015275529,0.010857892
patient_3,639,149,0.01,17,0.074235916,0.041858014,0.023242233
patient_3,639,149,0.1,11,0.045782823,0.022761744,0.013630797
patient_3,639,149,0.5,9,0.030211914,0.016554417,0.011478823
patient_3,639,149,1,9,0.023715895,0.012897287,0.008096936
patient_3,640,149,0.01,17,0.07332743,0.04185469,0.023224955
patient_3,640,149,0.1,11,0.045441795,0.022372078,0.013467515
patient_3,640,149,0.5,9,0.030208685,0.016531019,0.011393439
patient_3,640,149,1,9,0.02466891,0.015297682,0.010803042
patient_3,641,149,0.01,17,0.074156374,0.0416843,0.023061914
patient_3,641,149,0.1,11,0.045687206,0.02299038,0.013725869
patient_3,641,149,0.5,9,0.030907664,0.017696932,0.012089925
patient_3,641,149,1,9,0.025612237,0.01671775,0.011796344
patient_3,642,149,0.01,17,0.07395697,0.041436203,0.02289838
patient_3,642,149,0.1,11,0.045519963,0.022848682,0.013705212
patient_3,642,149,0.5,9,0.03021328,0.016526658,0.011510895
patient_3,642,149,1,9,0.024660254,0.015297565,0.010824228
patient_3,643,149,0.01,17,0.07396923,0.04195752,0.02329425
patient_3,643,149,0.1,11,0.045657214,0.022981087,0.013781052
patient_3,643,149,0.5,9,0.030292498,0.016582383,0.01145604
patient_3,643,149,1,9,0.024677265,0.015265316,0.01087042
patient_3,644,149,0.01,17,0.073698595,0.041478693,0.023181716
patient_3,644,149,0.1,11,0.045646805,0.02282721,0.013704676
patient_3,644,149,0.5,9,0.030279508,0.016553756,0.011436636
patient_3,644,149,1,9,0.023721514,0.012874944,0.008065183
patient_3,645,149,0.01,17,0.07379192,0.041810058,0.023229405
patient_3,645,149,0.1,11,0.045690384,0.022685677,0.013777027
patient_3,645,149,0.5,9,0.030171346,0.016506925,0.01151294
patient_3,645,149,1,9,0.023715394,0.012904383,0.008108383
patient_3,646,149,0.01,17,0.07401816,0.041420758,0.02328392
patient_3,646,149,0.1,11,0.04537476,0.022136979,0.013464989
patient_3,646,149,0.5,9,0.030327523,0.016669935,0.011437767
patient_3,646,149,1,9,0.02368015,0.012812208,0.008041036
patient_3,647,149,0.01,17,0.07388058,0.04144587,0.022961536
patient_3,647,149,0.1,11,0.045561064,0.022734534,0.013765552
patient_3,647,149,0.5,9,0.030212916,0.016422993,0.011497894
patient_3,647,149,1,9,0.023696657,0.01282757,0.00804135
patient_3,648,149,0.01,17,0.07392072,0.041592035,0.02301136
patient_3,648,149,0.1,11,0.045776192,0.022967245,0.013700064
patient_3,648,149,0.5,9,0.030227533,0.016557831,0.011486544
patient_3,648,149,1,9,0.023695482,0.012891373,0.008085418
patient_3,649,149,0.01,17,0.073977426,0.041616224,0.023062918
patient_3,649,149,0.1,11,0.04555998,0.022816917,0.01372188
patient_3,649,149,0.5,9,0.029419001,0.014198148,0.008821372
patient_3,649,149,1,9,0.024629248,0.015211431,0.010839348
patient_3,650,149,0.01,17,0.07436989,0.0414954,0.023004087
patient_3,650,149,0.1,11,0.04562097,0.022782573,0.013731348
patient_3,650,149,0.5,9,0.030238947,0.016484458,0.011530829
patient_3,650,149,1,9,0.02371926,0.01289207,0.008106317
patient_3,651,149,0.01,17,0.07446192,0.041799154,0.022964282
patient_3,651,149,0.1,11,0.04563313,0.022895772,0.013896775
patient_3,651,149,0.5,9,0.0294513,0.014255083,0.008894282
patient_3,651,149,1,9,0.024613524,0.015222878,0.010868153
patient_3,652,149,0.01,17,0.07412518,0.0415527,0.023113742
patient_3,652,149,0.1,11,0.045338884,0.022120718,0.01329176
patient_3,652,149,0.5,9,0.030824797,0.017624078,0.012253927
patient_3,652,149,1,9,0.024640974,0.015277448,0.010902597
patient_3,653,149,0.01,17,0.07448222,0.041648157,0.023030585
patient_3,653,149,0.1,11,0.045618583,0.022793077,0.013766903
patient_3,653,149,0.5,9,0.030925557,0.017819392,0.012061423
patient_3,653,149,1,9,0.024605615,0.015189095,0.010860469
patient_3,654,149,0.01,17,0.07400233,0.041540835,0.023051415
patient_3,654,149,0.1,11,0.045504987,0.022329131,0.013642521
patient_3,654,149,0.5,9,0.030251948,0.016566597,0.01155095
patient_3,654,149,1,9,0.024702458,0.015349759,0.01070514
patient_3,655,149,0.01,17,0.07416824,0.04156167,0.023165833
patient_3,655,149,0.1,11,0.04560498,0.022775296,0.013721448
patient_3,655,149,0.5,9,0.030203706,0.016476458,0.011487005
patient_3,655,149,1,9,0.024586704,0.015174297,0.010885483
patient_3,656,149,0.01,17,0.07407982,0.041676685,0.022823574
patient_3,656,149,0.1,11,0.0457247,0.022755291,0.013732958
patient_3,656,149,0.5,9,0.030181963,0.016459405,0.011510283
patient_3,656,149,1,9,0.023713917,0.01287877,0.008050366
patient_3,657,149,0.01,17,0.074105605,0.041725006,0.023051828
patient_3,657,149,0.1,11,0.045589793,0.022723975,0.013693443
patient_3,657,149,0.5,9,0.030813219,0.01773476,0.012167294
patient_3,657,149,1,9,0.025553022,0.016721245,0.011791819
patient_3,658,149,0.01,17,0.07366197,0.041665122,0.022907794
patient_3,658,149,0.1,11,0.045677252,0.022753555,0.013741788
patient_3,658,149,0.5,9,0.030240426,0.01653006,0.011520006
patient_3,658,149,1,9,0.02460836,0.015184647,0.010824898
patient_3,659,149,0.01,17,0.07381704,0.041330807,0.023179162
patient_3,659,149,0.1,11,0.045644287,0.023048313,0.013881697
patient_3,659,149,0.5,9,0.029417032,0.014206997,0.008837966
patient_3,659,149,1,9,0.023707883,0.012882896,0.008122313
patient_3,660,149,0.01,17,0.07447672,0.04155012,0.023296736
patient_3,660,149,0.1,11,0.045557525,0.022909889,0.013721574
patient_3,660,149,0.5,9,0.030289989,0.016545588,0.011547273
patient_3,660,149,1,9,0.024721028,0.015331067,0.010803191
patient_3,661,149,0.01,17,0.07415713,0.04145431,0.023175042
patient_3,661,149,0.1,11,0.04566376,0.022875726,0.013754691
patient_3,661,149,0.5,9,0.030893492,0.017820798,0.012143434
patient_3,661,149,1,9,0.024619332,0.015208064,0.010849939
patient_3,662,149,0.01,17,0.074104205,0.04177344,0.02331654
patient_3,662,149,0.1,11,0.045528635,0.022748701,0.013817448
patient_3,662,149,0.5,9,0.030974798,0.01788983,0.012082774
patient_3,662,149,1,9,0.025715863,0.01687285,0.011737431
patient_3,663,149,0.01,17,0.073798716,0.041574724,0.023038449
patient_3,663,149,0.1,11,0.045448307,0.02219908,0.013512597
patient_3,663,149,0.5,9,0.030172143,0.016470473,0.011456141
patient_3,663,149,1,9,0.024594316,0.015193031,0.010847667
patient_3,664,149,0.01,17,0.07392016,0.04147273,0.022934357
patient_3,664,149,0.1,11,0.045555,0.022819707,0.013738696
patient_3,664,149,0.5,9,0.030895099,0.01781036,0.012039764
patient_3,664,149,1,9,0.025575595,0.016750906,0.011725283
patient_3,665,149,0.01,17,0.07422501,0.04148727,0.022936976
patient_3,665,149,0.1,11,0.045621198,0.022733932,0.013749485
patient_3,665,149,0.5,9,0.030256609,0.016545396,0.011435734
patient_3,665,149,1,9,0.024701426,0.015328699,0.010807914
patient_3,666,149,0.01,17,0.07351786,0.04129311,0.022796433
patient_3,666,149,0.1,11,0.04572076,0.022651268,0.013770501
patient_3,666,149,0.5,9,0.030898878,0.017732905,0.012163132
patient_3,666,149,1,9,0.025664097,0.016780369,0.011739196
patient_3,667,149,0.01,17,0.07374236,0.041485548,0.02332338
patient_3,667,149,0.1,11,0.045660093,0.022871895,0.013608353
patient_3,667,149,0.5,9,0.030214805,0.016522814,0.011497782
patient_3,667,149,1,9,0.024633288,0.015224722,0.01089417
patient_3,668,149,0.01,17,0.07387303,0.04159593,0.023284199
patient_3,668,149,0.1,11,0.04559938,0.022851154,0.01367375
patient_3,668,149,0.5,9,0.029396532,0.014184454,0.008790182
patient_3,668,149,1,9,0.02368375,0.012828243,0.008052127
patient_3,669,149,0.01,17,0.07438148,0.042000353,0.023066144
patient_3,669,149,0.1,11,0.04544327,0.022128496,0.013454071
patient_3,669,149,0.5,9,0.030156935,0.016357392,0.011437022
patient_3,669,149,1,9,0.02454386,0.015095536,0.010799715
patient_3,670,149,0.01,17,0.07422444,0.04184033,0.02299915
patient_3,670,149,0.1,11,0.045597244,0.02273373,0.013746535
patient_3,670,149,0.5,9,0.030888729,0.01773499,0.012221838
patient_3,670,149,1,9,0.024621475,0.015188567,0.010866144
patient_3,671,149,0.01,17,0.07418748,0.041473,0.022951987
patient_3,671,149,0.1,11,0.04528253,0.02216938,0.013351429
patient_3,671,149,0.5,9,0.030221166,0.016461318,0.011384026
patient_3,671,149,1,9,0.023670051,0.012820722,0.008090264
patient_3,672,149,0.01,17,0.073960274,0.041429557,0.02260576
patient_3,672,149,0.1,11,0.045385595,0.02225937,0.013400641
patient_3,672,149,0.5,9,0.030233596,0.016545478,0.011542275
patient_3,672,149,1,9,0.024618117,0.015228082,0.010893621
patient_3,673,149,0.01,17,0.073965944,0.04127908,0.023117965
